,nome,link,texto,Embeddings
0,Inconsistência 01,https://www.youtube.com/watch?v=-hjH2SHVhPs,"1 - Associação à Lista de Denominações Consolidadas* (Catálogos)
Na categoria cursos, a primeira inconsistência apresentada refere-se à vinculação do curso ao catálogo. Essa inconsistência aparece quando o curso não está associado às denominações consolidadas pela SETEC/MEC. Neste caso, você deverá associar o nome do curso a uma denominação do catálogo. A plataforma apresentará as opções relacionadas ao tipo de curso. Para refinar as opções, clique na opção ""Filtrar por Eixo Tecnológico"" e escolha o eixo correspondente. Pode ocorrer de não haver uma opção específica para o curso ofertado. Nesse caso, você deve escolher a opção que mais se aproxima ou a opção do tipo de curso relacionada ao eixo. Clique no botão ""Salvar""! Observe que também é possível realizar a exclusão do curso. Pronto! A informação antes em vermelho ficará agora na cor amarela, significando que a inconsistência foi corrigida.
","[0.030099886, 0.012355666, -0.03515839, 0.0153940385, 0.019738602, -0.024203496, 0.03345884, -0.027226796, 0.02553103, 0.05919501, 0.02982412, 0.05574348, 0.051560204, 0.0057964264, 0.011503901, -0.046678524, 0.06487837, -0.009914066, -0.05906811, 0.017664224, 0.014032184, -0.028857375, -0.008987426, -0.042563975, -0.049792405, -0.038268365, 0.058844, -0.002852796, -0.06265423, 0.016810808, 0.0762425, 0.020225491, -0.02704584, -0.018284256, 0.025733845, 0.014480022, 0.021045482, 0.0199587, 0.020980475, -0.01421053, -0.0235963, -0.03215323, -0.0016068104, -0.0012087041, -0.05194352, -0.012888628, 0.038855907, 0.100884244, -0.04259002, 0.03055803, 0.026829062, -0.0048504574, -0.046842, 0.04084886, -0.065207295, -0.010947925, -0.08719971, -0.0047549815, -0.004861163, 0.022765785, -0.034042697, 0.006059025, -0.021749156, -0.0035858743, 0.007852377, -0.008071855, 0.00067005306, -0.06322666, -0.07475262, 0.0013283471, -0.028018298, 0.036635224, -0.004093464, -0.01031974, -0.009384194, -0.0046556788, 0.07908061, -0.05522137, -0.027401432, 0.049464338, 0.010075191, 0.0023138216, 0.033354647, 0.04850527, -0.008364026, 0.028749892, -0.021142326, -0.084392786, -0.035067413, 0.0070154215, 0.014743709, 0.03696976, -0.040952813, -0.026516369, 0.090401925, -6.56866e-05, -0.07653712, -0.06598204, 0.07608472, 0.06124161, -0.020676844, 0.014216202, 0.015947595, -0.009707432, 0.04847726, 0.018502273, -0.010914889, -0.03562522, -0.048585676, 0.055449355, -0.01266143, -0.0122825755, 0.056507107, -0.04318686, -0.034551095, 0.03217771, 0.0513794, -0.023958657, 0.010122451, 0.0457495, 0.022555435, 0.026453458, -0.02471326, 0.04867711, 0.039207, -0.020128693, -0.010474911, 0.008234907, -0.01286347, 0.0007506669, 0.012412991, -0.06692467, 0.02556228, -0.009743937, -0.024266072, -0.032553833, 0.007588749, 0.007644826, -0.018018736, 0.017811, -0.02006739, -0.0018682586, -0.11791136, 0.013368966, -0.013846979, -0.04653565, 0.016861789, 0.102490634, 0.0086491015, 0.07146233, -0.023192804, -0.016749896, 0.056610342, 0.014606858, -0.0033953285, -0.041138683, 0.05639763, -0.017492494, -0.03022822, -0.008539369, 0.07751607, 0.0046305195, -0.015541275, -0.0021921713, -0.033699233, -0.005199341, -0.0764611, -0.08762296, 0.008764318, -0.0012101792, -0.018746639, -0.010576839, 0.048054006, -0.041136507, -0.023801465, 0.046403006, -0.042585682, 0.021200346, 0.0064532696, 0.042099483, 0.09352552, 0.030639168, 0.027703464, -0.07474026, 0.014375145, 0.038266923, -0.02534045, 0.06261916, 0.07128002, 0.02727737, -0.0033589492, 0.04617425, -0.033636335, 0.018053584, -0.06663123, -0.017156146, -0.04261208, -0.01490788, -0.028728072, 0.028244752, 0.0643812, -0.0082966685, -0.023140153, -0.032638922, 0.005420856, 0.06476321, -0.0021137178, 0.0061297673, 0.030410346, 0.0060127345, -0.011815161, 0.02097191, -0.071042456, -0.05032327, -0.0040777624, -0.026530026, 0.08060674, 0.010627389, 0.07331163, -0.0025723167, -0.03756917, 0.00783622, 0.01367843, 0.046742484, 0.026687453, -0.0004223, -0.024581628, 0.021548817, 0.0016872213, -0.031471793, -0.025926776, 0.04159359, -0.026833754, -0.03298244, -0.058718596, 0.0770118, 0.009189832, -0.09765195, 0.043708347, 0.035782915, -0.010396271, 0.0036056566, 0.042570245, 0.0008941502, 0.07259891, 0.052459728, 0.016579296, 0.047113486, -0.036187045, -0.059789572, -0.012126094, 0.004574991, -0.0010990239, -0.03112752, 0.00054992177, -0.017028956, 0.027350279, -0.021346616, 0.005043995, -0.006126522, 0.051360548, -0.015540825, -0.024715455, -0.069236584, -0.050969142, -0.078791216, -0.012578371, -0.040202204, 0.06530646, -0.023413653, 0.04507611, -0.047297996, -0.018722326, -0.027179278, -0.03202157, 0.044072963, 0.016860591, -0.015488514, -0.05049528, -0.01439307, -0.016005505, -0.017434524, -0.0094981985, 0.04294214, -0.019036612, -0.074438296, -0.016473979, 0.02937556, -0.04172628, -0.016970145, 0.009374267, 0.022765242, 0.0060217376, -0.022330571, 0.030322922, -0.026508247, 0.0059628002, 0.034644052, 0.022907658, 0.0028199358, 0.059866328, 0.010309766, -0.012298456, 0.008668602, 0.016809313, 0.0011877471, -0.022317594, -0.0028396312, 0.031148106, -0.014420342, 0.023300312, 0.010396036, -0.07246862, 0.0017454113, 0.017241448, 0.0017480532, -0.14148451, 0.026517361, -0.0073524886, 0.025069997, 0.01744219, -0.0016581579, -0.0036894958, -0.0117970025, -0.054970488, -0.007803736, -0.0093499245, 0.03530925, 0.017654918, 0.028059876, -0.0012693808, 0.023164986, 0.010420927, -0.020509185, -0.0022103665, 0.01606451, -0.066314206, 0.016455663, 0.026128376, 0.012892065, 0.027553009, 0.046661824, 0.07760558, 0.034079645, -0.0281495, -0.06491732, 0.013139229, 0.03943305, -0.03167333, -0.006458297, 0.05571441, 0.009392113, 0.0016731932, -0.013170992, -0.0019758684, -0.014723535, 0.044117752, 0.009556686, 0.039296623, -0.02379423, -0.030224442, 0.013034443, -0.036186513, 0.10458924, -0.014527506, -0.020003079, 0.00091646845, -0.00031509442, 0.06772157, -0.03602268, 0.007200942, 0.008618564, -0.0032646542, 0.012181913, -0.020222802, -0.044443138, -0.026760913, 0.02238937, 0.0073893336, -0.025988383, -0.01317619, -0.021909047, -0.009473808, 0.031526364, -0.035698522, 0.055408202, -0.08495478, -0.014221531, -0.015014759, -0.024749575, 0.021033444, 0.032206025, 0.0034666182, 0.017755564, -0.006221373, 0.035647407, -0.032659467, 0.014495634, 0.02147554, 0.027118333, -0.012003034, -0.053543586, 0.071336746, -0.04474285, 0.010934725, 0.043412, 0.001905512, 0.0085309995, 0.049008753, 0.042456854, -0.029541539, -0.009304839, -0.03795622, 0.020553887, -0.007160942, -0.03129856, 0.002927243, -0.0142543465, 0.039740726, -0.0004657524, 0.02324071, 0.016024858, 0.0058223763, -0.021902898, 0.06177664, -0.065308504, -0.0006575138, 0.0118606705, 0.0028369837, -0.051523123, 0.0062696137, 0.0067115114, -0.0154639995, 0.11731899, 0.006155224, -0.010204053, -0.0034792302, -0.049747385, 0.0076842406, 0.042976487, -0.00059588294, -0.00065259205, 0.06779992, 0.010442409, 0.021242294, 0.03180264, 0.037227593, -0.0128073385, -0.043415483, -0.041781988, -0.0021287864, 0.02404433, 0.028317057, -0.03710182, -0.09472584, 0.017821029, -0.00079444837, 0.0421817, -0.030242035, 0.039007664, -0.08722653, -0.047778994, 0.013569145, 0.010055948, -0.036242664, -0.04578829, -0.0064328434, 0.026057526, -0.021721318, 0.07465786, 0.013488901, -0.03146297, 0.059373923, 0.012412434, -0.041521642, -0.015369805, 0.006043281, -0.032418314, 0.016225776, -0.013786101, -0.026310993, -7.401473e-05, 0.02214527, -0.012288827, 0.0101474235, -0.044233717, -0.023137612, -0.026247513, -0.0030825413, 0.016629793, 0.026792116, 0.0121678915, 0.0055371835, -0.057308745, -0.042605605, -0.030821064, 0.05731268, 0.02592746, -0.023897177, 0.031870883, 0.091025464, 0.043873668, -0.036183257, -0.05634582, -0.028437195, 0.0024438922, -0.024494378, -0.02973741, 0.055877913, 0.010086461, 0.043868802, 0.024929492, -0.00046951885, -0.03135474, 0.02874707, -0.021115458, -0.07376344, -0.004110513, -0.00087673217, 0.05091972, 0.011866421, -0.020128528, 0.00972506, -0.05182856, -0.030631984, -0.04735303, 0.06317119, 0.0032452105, 0.0073672365, -0.010401161, -0.048392344, 0.10414428, 0.019473067, 0.02443185, 0.0031113033, 0.009118964, 0.010212846, 0.010176236, 0.012851803, -0.016639639, -0.03273896, -0.02799371, 0.048070125, 0.05330781, 0.003057987, -0.0028024376, 0.0052503957, 0.0072103967, 0.0025858046, 0.110693924, 0.0076302355, 0.04789851, 0.0022700415, 0.0070003276, 0.035402328, -0.004928972, 0.06570837, 0.019799497, 0.019618643, -0.02008992, 0.032657493, -0.0016367241, -0.0072197956, -0.06739538, 0.06646975, 0.025663102, -0.037589483, 0.050926626, -0.031517442, 0.047428694, -0.01362935, 0.048261233, -0.0035919757, -0.02725167, 0.044731524, -0.009232616, -0.033317298, -0.00021068529, 0.016719276, -0.00645577, -0.0055066296, 0.055067502, 0.051898815, -0.03219717, -0.010684877, -0.005642128, 0.04201966, 0.014378324, -0.010176252, 0.0054210913, 0.025707874, -0.006553717, -0.00096040615, -0.07243578, -0.005400253, -0.034534674, -0.054207657, -0.023857212, 0.013413648, -0.039745376, -0.02249784, 0.014031479, 0.047991235, -0.017477129, -0.01956042, -0.03707273, -0.005469783, -0.08321784, -0.03280393, -0.028332328, -0.017580295, 0.007352443, -0.02858079, -0.028678691, -0.026528584, 0.027536685, -0.079269156, -0.047638517, 0.023510845, 0.018027315, -0.030342568, -0.019362925, -0.042544182, 0.0071878084, 0.025987683, 0.020589273, -0.0016095722, 0.04042874, 0.05286885, -0.0056627365, 0.043982554, 0.029677834, 0.007435245, 0.023149494, -0.014758223, 0.0011157518, -0.017943233, 0.008289245, 0.08677243, -0.051774796, 0.01932141, 0.033934474, 0.025711527, -0.034212198, -0.03024995, 0.007216294, -0.019753447, 0.028591577, 0.01086582, 0.054144766, -0.0032606784, -0.000519962, 0.009134368, -0.0055421586, -0.022833182, 0.00852591, 0.009788748, -0.028274436, 0.035286147, 0.07166442, -0.07012363, -0.028537236, 0.041225947, -0.015087158, -0.04356225, 0.013198903, -0.017283315, -0.015074771, -0.015359188, -0.014895793, -0.0065207416, -0.05543094, -0.0041248705, 0.0268369, -0.007889437, -0.050539453, -0.023167519, -0.0027607726, -0.074953586, -0.00016342697, -0.022603484, -0.0032548907, -0.0073357066, -0.03024208, 0.0086245695, 0.010294461, 0.015277061, -0.013483048, -0.043112975, 0.027677312, -0.03719618, -0.044794768, 0.025115341, 0.02619889, -0.060837273, 0.052994717, 0.028660735, 0.034292527, -0.010069296, 0.0006101948, -0.052090183, -0.022735268, -0.034878947, -0.010327802, -0.0016953966, -0.06865113, 0.029470073, 0.033210516, -0.033140194, -0.020009398, 0.02332648, -0.0024740808, 0.013776412, 0.024496421, -0.012942836, 0.039800286, 0.049939293, 0.0278652, 0.022881668, -0.004623535, 0.027998408, -0.03118344, -0.03247539, 0.029525919, 0.060447894, 0.009992192, -0.04798934, 0.0037232963, -0.03260027, 0.034245793, 0.0061568874, 0.011275454, -0.030051228, -0.002002348, -0.029647423, -0.017875884, -0.0047649285, 0.011447334, -0.037210733, -0.063777596, 0.01961172, -0.00038083817, -0.026736801, 0.014404844, -0.0053826263, 0.03251065, 0.0477185, -0.034002185, 0.030862521, -0.032836817, -0.03312939, -0.02286653, 0.0390242, 0.013956496, 0.0038078744, -0.029604554, -0.019636942, 0.02977495, -0.0012838363, 0.042486433, -0.029364333, 0.038723998, -0.022080397, 0.029096154, -0.0016914295, -0.0058225584, 0.09170792, -0.031537972]"
1,Inconsistência 02,https://www.youtube.com/watch?v=fD6E72rNtuA,"2 - Nome de Curso Impróprio
Na categoria cursos, a segunda inconsistência aparece quando o nome do curso é impróprio, ou seja, quando contém alguma palavra inválida conforme a regra de consistência. Nesse caso, pode-se justificar o nome do curso escolhendo uma das opções apresentadas na tela. Observe também que é possível excluir o curso. Nesse caso, as inconsistências de ciclos e matrículas relacionadas ao curso serão automaticamente ignoradas pelo sistema. Quando todas as inconsistências de um curso forem corrigidas, será possível clicar em ""Finalizar Cursos"" para que as inconsistências dos ciclos relacionados ao curso validado sejam exibidas. Ao finalizar, não será possível realizar alterações nos cursos validados.","[0.024784895, 0.021294815, -0.037052967, -0.008294392, 0.020541733, -0.010035979, 0.053452224, -0.016718835, 0.014516212, 0.036983673, -0.014984359, 0.070786454, 0.042233985, 0.009484658, -0.0075818226, -0.040156968, 0.08792663, -0.008052983, -0.042192806, 0.02715653, -0.00870351, -0.011911986, -0.018740281, -0.03555771, -0.05194859, -0.02056495, 0.065337956, -0.047111053, -0.031614117, -0.009146039, 0.052779768, 0.0010764499, -0.042761244, -0.08244772, 0.040997125, 0.031849436, -0.0023063926, 0.02598734, 0.010266182, -0.017782535, -0.05921378, -0.05949332, -0.0015931635, -0.009334393, -0.047643874, 0.0108511485, 0.05364331, 0.0921746, -0.0121052135, 0.016968448, 0.03363736, 0.015764855, -0.08799315, 0.012999788, -0.07692059, 0.013272274, -0.08897846, -0.0269288, 0.0018326673, 0.013631236, -0.055930313, 0.019177452, -0.0070534833, -0.014534323, 0.039315358, -0.007913825, -0.00830229, -0.04985815, -0.0625563, 0.03689573, -0.019862354, 0.01379745, -0.027874159, -0.022163184, -0.0017995499, -0.012237936, 0.056725916, -0.06292935, 0.01533558, 0.036314573, 0.021723019, 0.010670967, -0.0024804494, 0.026772924, 0.012535992, 0.05330874, -0.008695239, -0.0636327, -0.046666887, -0.0015518502, 0.040901184, 0.012261824, -0.05022213, -0.001367924, 0.056125425, -0.00837382, -0.08746033, -0.06924196, 0.063758574, 0.083592035, -0.020136157, 0.0059568877, -0.0023129324, -0.032156862, 0.04504225, 0.023911621, -0.013651401, -0.05181648, -0.048744, 0.057017326, -0.023483075, -0.034274645, 0.07283687, -0.010529784, -0.043176945, 0.004567311, 0.014813486, -0.016010609, 0.0012713121, 0.05488513, 0.0008977839, 0.009076551, -0.064021036, 0.041851304, 0.039854556, 0.00019684611, 0.0057576615, 0.004265164, -0.03485538, -0.045954574, -0.011806245, -0.0642608, 0.04869699, 0.004250252, -0.011955087, -0.026683474, 0.0103579145, 0.036620393, -0.0657251, 0.025738133, -0.020939108, -0.007627585, -0.113266006, 0.002476933, -0.009511042, -0.016730463, -0.02644721, 0.06787891, -0.028624045, 0.06414562, -0.033499822, 0.02258151, 0.06514511, 0.019090597, -0.011725313, -0.03639985, -0.0003122856, -0.0077613285, -0.016174924, -0.007658075, 0.050038807, -0.029698184, -0.015312417, 0.03823987, 0.004181835, 0.023223003, -0.038137976, -0.07114293, -0.01787795, -0.020557983, -0.009656078, -0.03036053, 0.040215936, -0.033573154, -0.03717973, 0.041918196, 0.0165983, 0.048008345, -0.0033917322, 0.08194414, 0.07451017, 0.07629604, -0.0070130834, -0.035128932, -0.03382227, 0.045388926, -0.014172912, 0.051838007, 0.08814371, 0.029964337, -0.005920856, 0.0545193, -0.023920935, 0.06096832, -0.07035206, 0.022359971, -0.07378339, -0.002451209, -0.0260213, 0.0024713522, 0.077880375, -0.03250361, -0.025791056, -0.03540472, -0.013971346, 0.039786957, 0.01079395, -0.01224562, 0.041218463, 0.011925235, 0.0037020373, -0.0027990455, -0.07913549, -0.037489094, 0.0026400308, -0.018613195, 0.095864445, 0.019185923, 0.052588962, -0.0014130941, -0.050812293, -0.0047343466, 0.050540287, 0.015601854, -0.0057360246, 0.0029361427, -0.02112878, 0.02640567, 0.0010346153, -0.065503635, -0.02559409, 0.050504223, -0.022678638, -0.017484793, -0.07326105, 0.05222542, -0.0012638414, -0.080043085, 0.02720094, 0.017034506, -4.3274897e-05, 0.012280741, 0.039523605, -0.0068157027, 0.07583888, 0.002163399, 0.023021571, 0.06565526, -0.024287375, -0.051816046, -0.025195334, -0.0131262755, -0.002722349, -0.021336207, -0.0055558793, -0.031063175, -0.012226972, 7.20387e-05, 0.02703323, -0.008554047, 0.056116067, -0.00997072, -0.019194659, -0.089240834, -0.036323704, -0.071581826, -0.008998242, -0.043406844, 0.056284323, 0.0076310067, 0.029195575, -0.010992452, 0.001832703, -0.033388052, -7.969131e-05, 0.033205736, -0.0072476957, -0.0031244482, -0.024431413, -0.021004084, 0.0028890693, -0.021437887, -0.0045327996, 0.048489656, -0.014801203, -0.0714885, -0.0028916092, 0.036008224, -0.04030718, -0.01368736, 0.010692857, 0.03969426, 0.028363332, -0.01375037, 0.03136835, -0.009890903, 0.025705272, 0.029966775, 0.0353985, -0.011011577, 0.05939004, 0.031574976, -0.027436385, 0.011495922, 0.007979213, 0.006110225, -0.015258121, -0.025036084, 0.030974811, -0.027670441, 0.049723405, 0.029965892, -0.08353299, -0.0073044803, -0.005586707, 0.0133207375, -0.09327517, 0.026772754, -0.014171846, 0.026615284, 0.03952506, 0.032721706, -0.01323214, 0.043549314, -0.031108592, 0.013608538, -0.015097242, 0.00666269, 0.012372624, 0.011521583, -0.0064897933, -0.007901929, 0.024497462, -0.03231837, 0.015341917, 0.00962381, -0.05042975, 0.0058068973, 0.034541517, 0.013822363, 0.033071686, 0.047316022, 0.0532304, 0.04015393, -0.019080529, -0.05214973, 0.00505746, 0.010800769, -0.030484425, -0.008259153, 0.036276855, -0.0024395196, 0.019970415, -0.048468586, 0.0172646, -0.0126864845, 0.035624813, 0.023864295, 0.019434726, -0.041623443, -0.05058812, 0.001884558, -0.051169366, 0.07577823, -0.007979661, -0.02755838, -0.017325167, 0.004920096, 0.06697197, -0.033474088, 0.019104932, -0.0011806843, -0.012754894, 0.010897586, 0.003424945, -0.060850486, -0.020428061, 0.017245004, -0.016502598, -0.0001485275, -0.014238491, -0.013799418, 0.0066234255, 0.017136382, -0.03958648, 0.05426087, -0.06439007, -0.013561561, 0.0244491, -0.05913276, -0.026507467, 0.054783057, 0.022538906, 0.009833336, -0.04407942, 0.06074788, -0.039391913, -0.002146221, 0.0361349, 0.013541205, -0.008130571, -0.027890604, 0.067136385, -0.03304967, 0.029199583, 0.045601428, -0.02772466, 0.01640249, 0.033331864, 0.02408716, -0.031144945, -0.042068396, -0.014615996, -0.018981637, -0.035308577, -0.055681877, -0.002215319, -0.028715637, 0.029768636, -0.024074098, 0.0064767166, 0.021230709, 0.021962304, -0.020794291, 0.043283883, -0.07286986, -0.008082989, 0.017864581, 0.032179866, -0.05097368, -0.008619897, -0.017277023, -0.036387768, 0.11997969, 0.0182879, -0.0066694897, 0.024402011, -0.07188613, -0.0016959544, 0.040664468, 0.024044747, 0.036693987, 0.09159337, 0.008355195, 0.017806, 0.014656356, 0.023185506, 0.0122443335, -0.03777608, -0.03040285, -0.025283307, 0.027241478, 0.029863616, -0.04912823, -0.0869314, 0.03916926, -0.012361348, 0.01611571, -0.06020204, 0.05241713, -0.074447975, -0.044416785, 0.005568254, 0.0056257355, -0.093496986, -0.053297788, 0.021032134, 0.011941184, -0.04319338, 0.065702654, 0.022113048, -0.040593874, 0.041684423, 0.023599578, -0.015972726, -0.031427804, 0.009816666, -0.00531365, -0.0035012348, -0.012990029, -0.011295949, 0.002787023, 0.0118935555, 0.00027434278, 0.018964626, -0.028072972, -0.027810303, 0.0067089065, 0.009617794, 0.011312711, 0.011507856, 0.03436275, 0.022526855, -0.029185189, -0.03736318, -0.03352759, 0.035307195, -0.0074609243, -0.024512649, 0.0617849, 0.09356919, 0.020887043, -0.05215911, -0.06692085, -0.04085318, -0.0025855473, -0.01687159, -0.032565262, 0.06421881, 0.002450382, 0.059694797, 0.020932416, 0.020106742, -0.012344201, -0.02467569, -0.04698356, -0.06494029, -0.023352865, -0.0002092158, 0.039023228, 0.015010846, -0.03610653, -0.004666194, -0.034303732, -0.028567027, -0.0028074197, 0.035881497, 0.0127617335, 0.026259022, -0.010263639, -0.039932273, 0.09125193, 0.039944146, 0.031220837, -0.0022106718, 0.025766378, 0.004422633, 0.0042829397, -0.005023528, 0.011928918, -0.037688557, -0.04377353, 0.048613038, 0.06138733, 0.020704024, -0.013821421, -0.005721409, 0.0075659566, 0.015717456, 0.10855372, 0.0017314235, 0.012067091, -0.022429382, -0.02143332, 0.034891687, -0.01411486, 0.062679805, -0.028847298, 0.04932868, -0.019704645, 0.0003688715, -0.016935406, -0.0067320666, -0.048573695, 0.061086506, 0.00809106, -0.024576452, 0.05740837, -0.018590236, 0.045285635, -0.025342023, 0.019653834, -0.033549897, -0.0007955902, 0.058696926, 0.005983687, -0.024321485, -4.8863858e-05, 0.034431636, -0.013532965, -0.0044521233, 0.06430074, 0.058022834, -0.04143389, 0.0055498057, -0.023413869, 0.06060119, 0.008957646, 0.003985513, 0.032535467, 0.015695168, 0.017600344, -0.028149221, -0.057432633, -0.025372157, -0.023916652, -0.054700676, -0.0052203317, -0.020267908, -0.002729532, -0.0041964967, 0.0109869465, 0.076283954, 0.013013051, -0.019457215, -0.029349076, -0.043749746, -0.06338702, -0.030947905, -0.015911523, -0.013851687, 0.017711762, 0.013906079, 0.002842702, -0.015204418, 0.034403883, -0.041955214, -0.06080832, 0.034810178, 0.00065993564, -0.017940162, 0.029883895, -0.01995885, -0.0015963535, 0.027716814, -0.0037707568, 0.03133047, 0.028256241, 0.018581983, -0.041535996, 0.020784814, 0.01843008, 0.0257963, 0.012205993, -0.028903881, -0.026397001, -0.02568463, 0.00956491, 0.08978448, -0.04137299, 0.021850798, -0.014404309, 0.034331575, -0.026293622, -0.026430055, 0.035681937, -0.00052676036, 0.011107806, 0.004780426, 0.05008444, 0.0005807936, 0.015448036, 0.02118917, 0.0065878537, -0.009743003, -0.006527973, -0.0022222626, -0.027888315, 0.009552922, 0.035152085, -0.044402875, 0.021497332, 0.022005377, -0.0070871837, -0.028731382, 0.024577783, -0.00292788, -0.010735198, -0.010668627, 0.008439801, -0.021107355, -0.057287827, 0.01660874, 0.004420568, -0.043813534, -0.031891596, -0.026263708, 0.0069133383, -0.060722288, -0.007515154, -0.03618859, 0.01567898, -0.0043235435, -0.016644493, 0.015802963, 0.009732599, 0.04510005, -0.007105293, -0.04577139, -0.0032163577, -0.027942738, -0.06559661, 0.015142915, 0.028642457, -0.048713077, 0.07826413, 0.008226295, 0.034834977, 0.0046476447, -0.051472966, -0.028947065, -0.008849569, -0.055329327, 0.005605694, -0.008342706, -0.06370576, 0.03725304, 0.018535892, -0.024160884, -0.019698458, 0.0013158167, -0.011309795, 0.01903469, 0.023402859, -0.004192641, 0.044854026, 0.04330174, 0.013009163, 0.03735078, -0.03362921, 0.026632601, -0.03229568, -0.040924646, 0.0060134875, 0.054794725, 0.022176636, -0.037885007, -0.00036435493, -0.060547672, 0.022545269, 0.032265075, 0.015535378, -0.018928519, -0.026635176, -0.010974816, -0.03476663, 0.0045851697, 0.025666246, -0.0018462546, -0.07476992, 0.009315746, -0.0016408437, -0.04201151, 0.0054334747, 0.0058155167, 0.036941882, 0.019182334, -0.026056647, 0.02720428, -0.046693962, -0.047761243, -0.052783225, 0.018003486, 0.003069012, 0.00880471, -0.036646962, -0.042701326, 0.023184977, -0.031627446, 0.012328819, -0.041302186, 0.033616513, 0.00046517892, 0.015923988, -0.029642481, 0.026601443, 0.083822586, -0.031512436]"
